group,backtest_mape,test_mape,backtest_mae,test_mae,backtest_rmse,test_rmse,model
Mallin01,172.06353945395045,121.253631604022,0.8512487807989815,1.140252715608846,0.8526258113417757,1.2898113059756189,"XGB(lags=12,lags_past_covariates=12,lags_future_covariates=(0, 1, 2, 3, 4),output_chunk_length=6,fcov=month,Tmax,Tmin,Snow,pcov=month,Snow,Evap,Tmax,Tmin)"
