group,train_mape,test_mape,train_mae,test_mae,train_rmse,test_rmse,model
Mallin01,108.33966671349212,113.88067735156987,1.0316447740847023,1.0747196409108783,1.22462512153772,1.175969805256525,"BlockLSTM(icl=16,tl=16,hd=256)"
