group,backtest_mape,test_mape,backtest_mae,test_mae,backtest_rmse,test_rmse,model
Mallin01,100.59098021184595,98.25118135249468,0.4980263412969924,1.0469992624057896,0.49894696369575425,1.169737329477224,"BlockLSTM(icl=12,tl=12,hd=64)"
