group,train_mape,test_mape,train_mae,test_mae,train_rmse,test_rmse,model
Mallin01,106.03332277216073,105.38137374414993,1.097227724922485,1.0260886629563428,1.272374024851541,1.1270538553661302,"LSTM(icl=16,tl=16,cov=False)"
