group,backtest_mape,test_mape,backtest_mae,test_mae,backtest_rmse,test_rmse,model
Mallin01,121.37762393558747,86.1905281331042,0.6110806255154235,0.9430932580696877,0.6177142753958065,1.0823672370176023,"BlockLSTM(icl=12,tl=12,hd=16,pcov=month,Snow,Evap,Tmax,Tmin)"
