group,train_mape,test_mape,train_mae,test_mae,train_rmse,test_rmse,model
Mallin01,103.72916984690377,67.01955496322574,1.0180648917445225,0.6882812311745232,1.1690103142276806,0.8021195996510495,AutoETS()
