group,train_mape,test_mape,train_mae,test_mae,train_rmse,test_rmse,model
Mallin01,108.98274429437322,106.23263174783669,1.1097225969872686,1.0316585619407508,1.2848910884206342,1.1357341023444598,"BlockLSTM(icl=16,tl=16,hd=16)"
