group,backtest_mape,test_mape,backtest_mae,test_mae,backtest_rmse,test_rmse,model
Mallin01,79.8619223986598,102.48735434356928,0.383975616917849,1.06436335804521,0.38570340191936026,1.1747400209817702,"BlockLSTM(icl=12,tl=12,hd=256)"
