group,train_mape,test_mape,train_mae,test_mae,train_rmse,test_rmse,model
Mallin01,94.83713126705777,79.26086862399596,0.9482928958871396,0.7929810694351187,1.1043623424152686,0.9644260843867681,AutoARIMA
