group,backtest_mape,test_mape,backtest_mae,test_mae,backtest_rmse,test_rmse,model
Mallin01,108.50996024656791,85.58866525394158,0.5485495147139533,0.953218560376701,0.5563179728452646,1.0990259821421746,"BlockLSTM(icl=12,tl=12,hd=16)"
