group,train_mape,test_mape,train_mae,test_mae,train_rmse,test_rmse,model
Mallin01,106.38570300884498,105.32812275685943,1.097041967554684,1.0255662608145306,1.272755803960731,1.1261540888600676,"LSTM(icl=24,tl=24,cov=False)"
