group,backtest_mape,test_mape,backtest_mae,test_mae,backtest_rmse,test_rmse,model
Mallin01,244.50943977325744,137.34434403697986,1.1789384582758644,1.3612830989762268,1.1826766243476785,1.5860557074652453,"XGB(lags=3,lags_past_covariates=3,output_chunk_length=3,pcov=month,Snow,Evap,Tmax,Tmin)"
