group,backtest_mape,test_mape,backtest_mae,test_mae,backtest_rmse,test_rmse,model
Mallin01,82.67320105831197,103.00484214893002,0.3756110058844783,1.138307155195178,0.4058407416067353,1.3893222761443014,"XGB(lags=12,lags_past_covariates=12,output_chunk_length=6,pcov=month,Snow,Evap,Tmax,Tmin)"
